source_state,recovery_state,year,n
Massachusetts,Missouri,2018,6
Massachusetts,Montana,2018,2
Massachusetts,Nebraska,2018,1
Massachusetts,Nevada,2018,1
Massachusetts,New Hampshire,2018,10
Massachusetts,New Jersey,2018,5
Massachusetts,New Mexico,2018,2
Massachusetts,New York,2018,20
Massachusetts,North Carolina,2018,13
Massachusetts,North Dakota,2018,0
Massachusetts,Ohio,2018,7
Massachusetts,Oklahoma,2018,1
Massachusetts,Oregon,2018,8
Massachusetts,Pennsylvania,2018,18
Massachusetts,Puerto Rico,2018,0
Massachusetts,Rhode Island,2018,37
Massachusetts,South Carolina,2018,7
Massachusetts,South Dakota,2018,0
Massachusetts,Tennessee,2018,6
Massachusetts,Texas,2018,16
Massachusetts,Us Virgin Islands,2018,1
Massachusetts,Utah,2018,10
Massachusetts,Vermont,2018,0
Massachusetts,Virginia,2018,7
Massachusetts,Washington,2018,7
Massachusetts,West Virginia,2018,1
Massachusetts,Wisconsin,2018,3
Massachusetts,Wyoming,2018,0
Massachusetts,Alabama,2017,3
Massachusetts,Alaska,2017,2
Massachusetts,Arizona,2017,6
Massachusetts,Arkansas,2017,1
Massachusetts,California,2017,30
Massachusetts,Colorado,2017,5
Massachusetts,Connecticut,2017,10
Massachusetts,Delaware,2017,12
Massachusetts,District Of Columbia,2017,3
Massachusetts,Florida,2017,28
Massachusetts,Georgia,2017,3
Massachusetts,Guam & Northern Mariana Islands,2017,0
Massachusetts,Hawaii,2017,0
Massachusetts,Idaho,2017,2
Massachusetts,Illinois,2017,8
Massachusetts,Indiana,2017,2
Massachusetts,Iowa,2017,0
Massachusetts,Kansas,2017,1
Massachusetts,Kentucky,2017,4
Massachusetts,Louisiana,2017,2
Massachusetts,Maine,2017,3
Massachusetts,Maryland,2017,12
Massachusetts,Massachusetts,2017,410
Massachusetts,Michigan,2017,3
Massachusetts,Minnesota,2017,1
Massachusetts,Mississippi,2017,4
Massachusetts,Missouri,2017,2
Massachusetts,Montana,2017,0
Massachusetts,Nebraska,2017,1
Massachusetts,Nevada,2017,8
Massachusetts,New Hampshire,2017,5
Massachusetts,New Jersey,2017,7
Massachusetts,New Mexico,2017,3
Massachusetts,New York,2017,38
Massachusetts,North Carolina,2017,9
Massachusetts,North Dakota,2017,1
Massachusetts,Ohio,2017,3
Massachusetts,Oklahoma,2017,1
Massachusetts,Oregon,2017,3
Massachusetts,Pennsylvania,2017,10
Massachusetts,Puerto Rico,2017,2
Massachusetts,Rhode Island,2017,18
Massachusetts,South Carolina,2017,3
Massachusetts,South Dakota,2017,2
Massachusetts,Tennessee,2017,3
Massachusetts,Texas,2017,15
Massachusetts,Us Virgin Islands,2017,0
Massachusetts,Utah,2017,1
Massachusetts,Vermont,2017,1
Massachusetts,Virginia,2017,5
Massachusetts,Washington,2017,5
Massachusetts,West Virginia,2017,1
Massachusetts,Wisconsin,2017,7
Massachusetts,Wyoming,2017,0
Massachusetts,Alabama,2016,2
Massachusetts,Alaska,2016,0
Massachusetts,Arizona,2016,2
Massachusetts,Arkansas,2016,1
Massachusetts,California,2016,22
Massachusetts,Colorado,2016,5
Massachusetts,Connecticut,2016,7
Massachusetts,Delaware,2016,1
Massachusetts,District Of Columbia,2016,1
Massachusetts,Florida,2016,27
Massachusetts,Georgia,2016,6
Massachusetts,Guam & Northern Mariana Islands,2016,0
Massachusetts,Hawaii,2016,0
Massachusetts,Idaho,2016,0
Massachusetts,Illinois,2016,7
Massachusetts,Indiana,2016,1
Massachusetts,Iowa,2016,0
Massachusetts,Kansas,2016,0
Massachusetts,Kentucky,2016,2
Massachusetts,Louisiana,2016,1
Massachusetts,Maine,2016,4
Massachusetts,Maryland,2016,6
Massachusetts,Massachusetts,2016,444
Massachusetts,Michigan,2016,8
Massachusetts,Minnesota,2016,1
Massachusetts,Mississippi,2016,0
Massachusetts,Missouri,2016,2
Massachusetts,Montana,2016,1
Massachusetts,Nebraska,2016,2
Massachusetts,Nevada,2016,0
Massachusetts,New Hampshire,2016,4
Massachusetts,New Jersey,2016,2
Massachusetts,New Mexico,2016,1
Massachusetts,New York,2016,27
Massachusetts,North Carolina,2016,8
Massachusetts,North Dakota,2016,0
Massachusetts,Ohio,2016,6
Massachusetts,Oklahoma,2016,0
Massachusetts,Oregon,2016,2
Massachusetts,Pennsylvania,2016,2
Massachusetts,Puerto Rico,2016,0
Massachusetts,Rhode Island,2016,27
Massachusetts,South Carolina,2016,2
Massachusetts,South Dakota,2016,0
Massachusetts,Tennessee,2016,4
Massachusetts,Texas,2016,8
Massachusetts,Us Virgin Islands,2016,0
Massachusetts,Utah,2016,0
Massachusetts,Vermont,2016,26
Massachusetts,Virginia,2016,1
Massachusetts,Washington,2016,2
Massachusetts,West Virginia,2016,1
Massachusetts,Wisconsin,2016,2
Massachusetts,Wyoming,2016,0
Massachusetts,Alabama,2015,2
Massachusetts,Alaska,2015,0
Massachusetts,Arizona,2015,7
Massachusetts,Arkansas,2015,1
Massachusetts,California,2015,18
Massachusetts,Colorado,2015,2
Massachusetts,Connecticut,2015,6
Massachusetts,Delaware,2015,0
Massachusetts,District Of Columbia,2015,2
Massachusetts,Florida,2015,17
Massachusetts,Georgia,2015,3
Massachusetts,Guam & Northern Mariana Islands,2015,0
Massachusetts,Hawaii,2015,1
Massachusetts,Idaho,2015,1
Massachusetts,Illinois,2015,7
Massachusetts,Indiana,2015,3
Massachusetts,Iowa,2015,1
Massachusetts,Kansas,2015,1
Massachusetts,Kentucky,2015,1
Massachusetts,Louisiana,2015,7
Massachusetts,Maine,2015,9
Massachusetts,Maryland,2015,7
Massachusetts,Massachusetts,2015,419
Massachusetts,Michigan,2015,6
Massachusetts,Minnesota,2015,1
Massachusetts,Mississippi,2015,1
Massachusetts,Missouri,2015,1
Massachusetts,Montana,2015,2
Massachusetts,Nebraska,2015,0
Massachusetts,Nevada,2015,2
Massachusetts,New Hampshire,2015,14
Massachusetts,New Jersey,2015,10
Massachusetts,New Mexico,2015,2
Massachusetts,New York,2015,23
Massachusetts,North Carolina,2015,16
Massachusetts,North Dakota,2015,0
Massachusetts,Ohio,2015,4
Massachusetts,Oklahoma,2015,0
Massachusetts,Oregon,2015,1
Massachusetts,Pennsylvania,2015,7
Massachusetts,Puerto Rico,2015,1
Massachusetts,Rhode Island,2015,26
Massachusetts,South Carolina,2015,4
Massachusetts,South Dakota,2015,0
Massachusetts,Tennessee,2015,8
Massachusetts,Texas,2015,10
Massachusetts,Us Virgin Islands,2015,0
Massachusetts,Utah,2015,1
Massachusetts,Vermont,2015,1
Massachusetts,Virginia,2015,5
Massachusetts,Washington,2015,2
Massachusetts,West Virginia,2015,0
Massachusetts,Wisconsin,2015,0
Massachusetts,Wyoming,2015,0
Massachusetts,Alabama,2014,1
Massachusetts,Alaska,2014,2
Massachusetts,Arizona,2014,3
Massachusetts,Arkansas,2014,0
Massachusetts,California,2014,22
Massachusetts,Colorado,2014,3
Massachusetts,Connecticut,2014,20
Massachusetts,Delaware,2014,0
Massachusetts,District Of Columbia,2014,2
Massachusetts,Florida,2014,39
Massachusetts,Georgia,2014,6
Massachusetts,Guam & Northern Mariana Islands,2014,0
Massachusetts,Hawaii,2014,0
Massachusetts,Idaho,2014,0
Massachusetts,Illinois,2014,7
Massachusetts,Indiana,2014,1
Massachusetts,Iowa,2014,0
Massachusetts,Kansas,2014,0
Massachusetts,Kentucky,2014,4
Massachusetts,Louisiana,2014,1
Massachusetts,Maine,2014,5
Massachusetts,Maryland,2014,6
Massachusetts,Massachusetts,2014,402
Massachusetts,Michigan,2014,0
Massachusetts,Minnesota,2014,1
Massachusetts,Mississippi,2014,1
Massachusetts,Missouri,2014,1
Massachusetts,Montana,2014,0
Massachusetts,Nebraska,2014,1
Massachusetts,Nevada,2014,7
Massachusetts,New Hampshire,2014,12
Massachusetts,New Jersey,2014,5
Massachusetts,New Mexico,2014,2
Massachusetts,New York,2014,19
Massachusetts,North Carolina,2014,15
Massachusetts,North Dakota,2014,1
Massachusetts,Ohio,2014,4
Massachusetts,Oklahoma,2014,0
Massachusetts,Oregon,2014,0
Massachusetts,Pennsylvania,2014,3
Massachusetts,Puerto Rico,2014,0
Massachusetts,Rhode Island,2014,14
Massachusetts,South Carolina,2014,1
Massachusetts,South Dakota,2014,0
Massachusetts,Tennessee,2014,0
Massachusetts,Texas,2014,9
Massachusetts,Us Virgin Islands,2014,0
Massachusetts,Utah,2014,0
Massachusetts,Vermont,2014,2
Massachusetts,Virginia,2014,4
Massachusetts,Washington,2014,1
Massachusetts,West Virginia,2014,1
Massachusetts,Wisconsin,2014,2
Massachusetts,Wyoming,2014,0
Massachusetts,Alabama,2012,1
Massachusetts,Alaska,2012,1
Massachusetts,Arizona,2012,9
Massachusetts,Arkansas,2012,0
Massachusetts,California,2012,18
Massachusetts,Colorado,2012,3
Massachusetts,Connecticut,2012,5
Massachusetts,Delaware,2012,0
Massachusetts,District Of Columbia,2012,1
Massachusetts,Florida,2012,42
Massachusetts,Georgia,2012,5
Massachusetts,Guam & Northern Mariana Islands,2012,0
Massachusetts,Hawaii,2012,0
Massachusetts,Idaho,2012,1
Massachusetts,Illinois,2012,6
Massachusetts,Indiana,2012,4
Massachusetts,Iowa,2012,1
Massachusetts,Kansas,2012,0
Massachusetts,Kentucky,2012,3
Massachusetts,Louisiana,2012,2
Massachusetts,Maine,2012,10
Massachusetts,Maryland,2012,6
Massachusetts,Massachusetts,2012,453
Massachusetts,Michigan,2012,4
Massachusetts,Minnesota,2012,0
Massachusetts,Mississippi,2012,2
Massachusetts,Missouri,2012,1
Massachusetts,Montana,2012,8
Massachusetts,Nebraska,2012,0
Massachusetts,Nevada,2012,2
Massachusetts,New Hampshire,2012,16
Massachusetts,New Jersey,2012,7
Massachusetts,New Mexico,2012,1
Massachusetts,New York,2012,31
Massachusetts,North Carolina,2012,15
Massachusetts,North Dakota,2012,0
Massachusetts,Ohio,2012,8
Massachusetts,Oklahoma,2012,1
Massachusetts,Oregon,2012,4
Massachusetts,Pennsylvania,2012,10
Massachusetts,Puerto Rico,2012,1
Massachusetts,Rhode Island,2012,17
Massachusetts,South Carolina,2012,1
Massachusetts,South Dakota,2012,0
Massachusetts,Tennessee,2012,1
Massachusetts,Texas,2012,9
Massachusetts,Us Virgin Islands,2012,1
Massachusetts,Utah,2012,2
Massachusetts,Vermont,2012,2
Massachusetts,Virginia,2012,4
Massachusetts,Washington,2012,2
Massachusetts,West Virginia,2012,0
Massachusetts,Wisconsin,2012,2
Massachusetts,Wyoming,2012,0
Massachusetts,Alabama,2011,2
Massachusetts,Alaska,2011,0
Massachusetts,Arizona,2011,7
Massachusetts,Arkansas,2011,0
Massachusetts,California,2011,17
Massachusetts,Colorado,2011,3
Massachusetts,Connecticut,2011,15
Massachusetts,Delaware,2011,0
Massachusetts,District Of Columbia,2011,0
Massachusetts,Florida,2011,24
Massachusetts,Georgia,2011,5
Massachusetts,Guam & Northern Mariana Islands,2011,0
Massachusetts,Hawaii,2011,0
Massachusetts,Idaho,2011,0
Massachusetts,Illinois,2011,6
Massachusetts,Indiana,2011,3
Massachusetts,Iowa,2011,1
Massachusetts,Kansas,2011,1
Massachusetts,Kentucky,2011,1
Massachusetts,Louisiana,2011,7
Massachusetts,Maine,2011,13
Massachusetts,Maryland,2011,6
Massachusetts,Massachusetts,2011,351
Massachusetts,Michigan,2011,6
Massachusetts,Minnesota,2011,2
Massachusetts,Mississippi,2011,2
Massachusetts,Missouri,2011,0
Massachusetts,Montana,2011,0
Massachusetts,Nebraska,2011,1
Massachusetts,Nevada,2011,4
Massachusetts,New Hampshire,2011,7
Massachusetts,New Jersey,2011,6
Massachusetts,New Mexico,2011,4
Massachusetts,New York,2011,25
Massachusetts,North Carolina,2011,5
Massachusetts,North Dakota,2011,0
Massachusetts,Ohio,2011,5
Massachusetts,Oklahoma,2011,0
Massachusetts,Oregon,2011,0
Massachusetts,Pennsylvania,2011,11
Massachusetts,Puerto Rico,2011,0
Massachusetts,Rhode Island,2011,15
Massachusetts,South Carolina,2011,3
Massachusetts,South Dakota,2011,0
Massachusetts,Tennessee,2011,1
Massachusetts,Texas,2011,6
Massachusetts,Us Virgin Islands,2011,0
Massachusetts,Utah,2011,1
Massachusetts,Vermont,2011,8
Massachusetts,Virginia,2011,1
Massachusetts,Washington,2011,4
Massachusetts,West Virginia,2011,2
Massachusetts,Wisconsin,2011,3
Massachusetts,Wyoming,2011,0
Massachusetts,Alabama,2010,1
Massachusetts,Alaska,2010,1
Massachusetts,Arizona,2010,8
Massachusetts,Arkansas,2010,1
Massachusetts,California,2010,8
Massachusetts,Colorado,2010,3
Massachusetts,Connecticut,2010,10
Massachusetts,Delaware,2010,2
Massachusetts,District Of Columbia,2010,3
Massachusetts,Florida,2010,18
Massachusetts,Georgia,2010,7
Massachusetts,Guam & Northern Mariana Islands,2010,0
Massachusetts,Hawaii,2010,0
Massachusetts,Idaho,2010,0
Massachusetts,Illinois,2010,5
Massachusetts,Indiana,2010,1
Massachusetts,Iowa,2010,0
Massachusetts,Kansas,2010,2
Massachusetts,Kentucky,2010,0
Massachusetts,Louisiana,2010,2
Massachusetts,Maine,2010,14
Massachusetts,Maryland,2010,11
Massachusetts,Massachusetts,2010,438
Massachusetts,Michigan,2010,5
Massachusetts,Minnesota,2010,0
Massachusetts,Mississippi,2010,1
Massachusetts,Missouri,2010,3
Massachusetts,Montana,2010,2
Massachusetts,Nebraska,2010,0
Massachusetts,Nevada,2010,2
Massachusetts,New Hampshire,2010,14
Massachusetts,New Jersey,2010,2
Massachusetts,New Mexico,2010,4
Massachusetts,New York,2010,21
Massachusetts,North Carolina,2010,12
Massachusetts,North Dakota,2010,0
Massachusetts,Ohio,2010,5
Massachusetts,Oklahoma,2010,0
Massachusetts,Oregon,2010,0
Massachusetts,Pennsylvania,2010,9
Massachusetts,Puerto Rico,2010,2
Massachusetts,Rhode Island,2010,16
Massachusetts,South Carolina,2010,1
Massachusetts,South Dakota,2010,0
Massachusetts,Tennessee,2010,3
Massachusetts,Texas,2010,11
Massachusetts,Us Virgin Islands,2010,0
Massachusetts,Utah,2010,1
Massachusetts,Vermont,2010,5
Massachusetts,Virginia,2010,5
Massachusetts,Washington,2010,3
Massachusetts,West Virginia,2010,0
Massachusetts,Wisconsin,2010,1
Massachusetts,Wyoming,2010,0
Michigan,Alabama,2023,23
Michigan,Alaska,2023,6
Michigan,Arizona,2023,43
Michigan,Arkansas,2023,4
Michigan,California,2023,93
Michigan,Colorado,2023,15
Michigan,Connecticut,2023,2
Michigan,Delaware,2023,3
Michigan,District Of Columbia,2023,9
Michigan,Florida,2023,113
Michigan,Georgia,2023,53
Michigan,Guam & Northern Mariana Islands,2023,0
Michigan,Hawaii,2023,1
Michigan,Idaho,2023,1
Michigan,Illinois,2023,159
Michigan,Indiana,2023,126
Michigan,Iowa,2023,13
Michigan,Kansas,2023,9
Michigan,Kentucky,2023,46
Michigan,Louisiana,2023,13
Michigan,Maine,2023,0
Michigan,Maryland,2023,25
Michigan,Massachusetts,2023,9
Michigan,Michigan,2023,7370
Michigan,Minnesota,2023,15
Michigan,Mississippi,2023,3
Michigan,Missouri,2023,28
Michigan,Montana,2023,3
Michigan,Nebraska,2023,10
Michigan,Nevada,2023,21
Michigan,New Hampshire,2023,0
Michigan,New Jersey,2023,12
Michigan,New Mexico,2023,12
Michigan,New York,2023,53
Michigan,North Carolina,2023,50
Michigan,North Dakota,2023,9
Michigan,Ohio,2023,191
Michigan,Oklahoma,2023,5
Michigan,Oregon,2023,10
Michigan,Pennsylvania,2023,33
Michigan,Puerto Rico,2023,3
Michigan,Rhode Island,2023,1
Michigan,South Carolina,2023,31
Michigan,South Dakota,2023,2
Michigan,Tennessee,2023,69
Michigan,Texas,2023,113
Michigan,Us Virgin Islands,2023,0
Michigan,Utah,2023,11
Michigan,Vermont,2023,1
Michigan,Virginia,2023,35
Michigan,Washington,2023,12
Michigan,West Virginia,2023,10
Michigan,Wisconsin,2023,35
Michigan,Wyoming,2023,0
Michigan,Alabama,2022,13
Michigan,Alaska,2022,3
Michigan,Arizona,2022,48
Michigan,Arkansas,2022,4
Michigan,California,2022,125
Michigan,Colorado,2022,22
Michigan,Connecticut,2022,2
Michigan,Delaware,2022,3
Michigan,District Of Columbia,2022,13
Michigan,Florida,2022,119
Michigan,Georgia,2022,52
Michigan,Guam & Northern Mariana Islands,2022,0
Michigan,Hawaii,2022,1
Michigan,Idaho,2022,3
Michigan,Illinois,2022,117
Michigan,Indiana,2022,99
Michigan,Iowa,2022,5
Michigan,Kansas,2022,6
Michigan,Kentucky,2022,34
Michigan,Louisiana,2022,21
Michigan,Maine,2022,3
Michigan,Maryland,2022,17
Michigan,Massachusetts,2022,16
Michigan,Michigan,2022,6836
Michigan,Minnesota,2022,21
Michigan,Mississippi,2022,8
Michigan,Missouri,2022,14
Michigan,Montana,2022,1
Michigan,Nebraska,2022,8
Michigan,Nevada,2022,16
Michigan,New Hampshire,2022,1
Michigan,New Jersey,2022,18
Michigan,New Mexico,2022,6
Michigan,New York,2022,46
Michigan,North Carolina,2022,41
Michigan,North Dakota,2022,2
Michigan,Ohio,2022,186
Michigan,Oklahoma,2022,10
Michigan,Oregon,2022,7
Michigan,Pennsylvania,2022,39
Michigan,Puerto Rico,2022,11
Michigan,Rhode Island,2022,3
Michigan,South Carolina,2022,32
Michigan,South Dakota,2022,3
Michigan,Tennessee,2022,68
Michigan,Texas,2022,100
Michigan,Us Virgin Islands,2022,0
Michigan,Utah,2022,11
Michigan,Vermont,2022,0
Michigan,Virginia,2022,31
Michigan,Washington,2022,13
Michigan,West Virginia,2022,14
Michigan,Wisconsin,2022,54
Michigan,Wyoming,2022,4
Michigan,Alabama,2021,15
Michigan,Alaska,2021,3
Michigan,Arizona,2021,36
Michigan,Arkansas,2021,9
Michigan,California,2021,86
Michigan,Colorado,2021,15
Michigan,Connecticut,2021,3
Michigan,Delaware,2021,3
Michigan,District Of Columbia,2021,7
Michigan,Florida,2021,102
Michigan,Georgia,2021,47
Michigan,Guam & Northern Mariana Islands,2021,0
Michigan,Hawaii,2021,1
Michigan,Idaho,2021,4
Michigan,Illinois,2021,166
Michigan,Indiana,2021,139
Michigan,Iowa,2021,8
Michigan,Kansas,2021,11
Michigan,Kentucky,2021,30
Michigan,Louisiana,2021,19
Michigan,Maine,2021,1
Michigan,Maryland,2021,18
Michigan,Massachusetts,2021,5
Michigan,Michigan,2021,8590
Michigan,Minnesota,2021,22
Michigan,Mississippi,2021,9
Michigan,Missouri,2021,10
Michigan,Montana,2021,5
Michigan,Nebraska,2021,10
Michigan,Nevada,2021,28
Michigan,New Hampshire,2021,2
Michigan,New Jersey,2021,8
Michigan,New Mexico,2021,4
Michigan,New York,2021,46
Michigan,North Carolina,2021,55
Michigan,North Dakota,2021,3
Michigan,Ohio,2021,200
Michigan,Oklahoma,2021,18
Michigan,Oregon,2021,5
Michigan,Pennsylvania,2021,29
Michigan,Puerto Rico,2021,5
Michigan,Rhode Island,2021,0
Michigan,South Carolina,2021,17
Michigan,South Dakota,2021,1
Michigan,Tennessee,2021,42
Michigan,Texas,2021,88
Michigan,Us Virgin Islands,2021,1
Michigan,Utah,2021,4
Michigan,Vermont,2021,0
Michigan,Virginia,2021,22
Michigan,Washington,2021,11
Michigan,West Virginia,2021,6
Michigan,Wisconsin,2021,39
Michigan,Wyoming,2021,1
Michigan,Alabama,2020,10
Michigan,Alaska,2020,3
Michigan,Arizona,2020,37
Michigan,Arkansas,2020,5
Michigan,California,2020,54
Michigan,Colorado,2020,19
Michigan,Connecticut,2020,3
Michigan,Delaware,2020,4
Michigan,District Of Columbia,2020,10
Michigan,Florida,2020,96
Michigan,Georgia,2020,37
Michigan,Guam & Northern Mariana Islands,2020,0
Michigan,Hawaii,2020,0
Michigan,Idaho,2020,2
Michigan,Illinois,2020,124
Michigan,Indiana,2020,98
Michigan,Iowa,2020,6
Michigan,Kansas,2020,4
Michigan,Kentucky,2020,23
Michigan,Louisiana,2020,14
Michigan,Maine,2020,0
Michigan,Maryland,2020,27
Michigan,Massachusetts,2020,4
Michigan,Michigan,2020,7686
Michigan,Minnesota,2020,16
Michigan,Mississippi,2020,4
Michigan,Missouri,2020,21
Michigan,Montana,2020,7
Michigan,Nebraska,2020,9
Michigan,Nevada,2020,17
Michigan,New Hampshire,2020,3
Michigan,New Jersey,2020,14
Michigan,New Mexico,2020,5
Michigan,New York,2020,29
Michigan,North Carolina,2020,64
Michigan,North Dakota,2020,10
Michigan,Ohio,2020,178
Michigan,Oklahoma,2020,10
Michigan,Oregon,2020,9
Michigan,Pennsylvania,2020,24
Michigan,Puerto Rico,2020,0
Michigan,Rhode Island,2020,0
Michigan,South Carolina,2020,13
Michigan,South Dakota,2020,2
Michigan,Tennessee,2020,31
Michigan,Texas,2020,70
Michigan,Us Virgin Islands,2020,0
Michigan,Utah,2020,4
Michigan,Vermont,2020,1
Michigan,Virginia,2020,22
Michigan,Washington,2020,7
Michigan,West Virginia,2020,17
Michigan,Wisconsin,2020,37
Michigan,Wyoming,2020,1
Michigan,Alabama,2019,12
Michigan,Alaska,2019,3
Michigan,Arizona,2019,33
Michigan,Arkansas,2019,8
Michigan,California,2019,69
Michigan,Colorado,2019,20
Michigan,Connecticut,2019,1
Michigan,Delaware,2019,1
Michigan,District Of Columbia,2019,5
Michigan,Florida,2019,81
Michigan,Georgia,2019,36
Michigan,Guam & Northern Mariana Islands,2019,0
Michigan,Hawaii,2019,0
Michigan,Idaho,2019,2
Michigan,Illinois,2019,109
Michigan,Indiana,2019,76
Michigan,Iowa,2019,3
Michigan,Kansas,2019,3
Michigan,Kentucky,2019,29
Michigan,Louisiana,2019,12
Michigan,Maine,2019,0
Michigan,Maryland,2019,11
Michigan,Massachusetts,2019,4
Michigan,Michigan,2019,4020
Michigan,Minnesota,2019,16
Michigan,Mississippi,2019,12
Michigan,Missouri,2019,18
Michigan,Montana,2019,2
Michigan,Nebraska,2019,6
Michigan,Nevada,2019,12
Michigan,New Hampshire,2019,0
Michigan,New Jersey,2019,9
Michigan,New Mexico,2019,6
Michigan,New York,2019,29
Michigan,North Carolina,2019,42
Michigan,North Dakota,2019,4
Michigan,Ohio,2019,114
Michigan,Oklahoma,2019,11
Michigan,Oregon,2019,12
Michigan,Pennsylvania,2019,28
Michigan,Puerto Rico,2019,3
Michigan,Rhode Island,2019,0
Michigan,South Carolina,2019,14
Michigan,South Dakota,2019,0
Michigan,Tennessee,2019,51
Michigan,Texas,2019,49
Michigan,Us Virgin Islands,2019,0
Michigan,Utah,2019,5
Michigan,Vermont,2019,0
Michigan,Virginia,2019,23
Michigan,Washington,2019,8
Michigan,West Virginia,2019,4
Michigan,Wisconsin,2019,28
Michigan,Wyoming,2019,2
Michigan,Alabama,2018,12
Michigan,Alaska,2018,2
Michigan,Arizona,2018,25
Michigan,Arkansas,2018,8
Michigan,California,2018,81
Michigan,Colorado,2018,23
Michigan,Connecticut,2018,7
Michigan,Delaware,2018,2
Michigan,District Of Columbia,2018,3
Michigan,Florida,2018,87
Michigan,Georgia,2018,37
Michigan,Guam & Northern Mariana Islands,2018,0
Michigan,Hawaii,2018,1
Michigan,Idaho,2018,8
Michigan,Illinois,2018,106
Michigan,Indiana,2018,92
Michigan,Iowa,2018,8
Michigan,Kansas,2018,6
Michigan,Kentucky,2018,23
Michigan,Louisiana,2018,15
Michigan,Maine,2018,1
Michigan,Maryland,2018,25
Michigan,Massachusetts,2018,1
Michigan,Michigan,2018,3520
Michigan,Minnesota,2018,25
Michigan,Mississippi,2018,7
Michigan,Missouri,2018,15
Michigan,Montana,2018,2
Michigan,Nebraska,2018,2
Michigan,Nevada,2018,5
Michigan,New Hampshire,2018,2
Michigan,New Jersey,2018,8
Michigan,New Mexico,2018,7
Michigan,New York,2018,44
Michigan,North Carolina,2018,31
Michigan,North Dakota,2018,1
Michigan,Ohio,2018,99
Michigan,Oklahoma,2018,1
Michigan,Oregon,2018,6
Michigan,Pennsylvania,2018,21
Michigan,Puerto Rico,2018,3
Michigan,Rhode Island,2018,0
Michigan,South Carolina,2018,15
Michigan,South Dakota,2018,4
Michigan,Tennessee,2018,51
Michigan,Texas,2018,51
Michigan,Us Virgin Islands,2018,1
Michigan,Utah,2018,3
Michigan,Vermont,2018,0
Michigan,Virginia,2018,10
Michigan,Washington,2018,8
Michigan,West Virginia,2018,4
Michigan,Wisconsin,2018,24
Michigan,Wyoming,2018,1
Michigan,Alabama,2017,13
Michigan,Alaska,2017,5
Michigan,Arizona,2017,20
Michigan,Arkansas,2017,3
Michigan,California,2017,66
Michigan,Colorado,2017,10
Michigan,Connecticut,2017,3
Michigan,Delaware,2017,2
Michigan,District Of Columbia,2017,9
Michigan,Florida,2017,76
Michigan,Georgia,2017,40
Michigan,Guam & Northern Mariana Islands,2017,0
Michigan,Hawaii,2017,0
Michigan,Idaho,2017,2
Michigan,Illinois,2017,120
Michigan,Indiana,2017,87
Michigan,Iowa,2017,3
Michigan,Kansas,2017,6
Michigan,Kentucky,2017,24
Michigan,Louisiana,2017,14
Michigan,Maine,2017,0
Michigan,Maryland,2017,23
Michigan,Massachusetts,2017,3
Michigan,Michigan,2017,3563
Michigan,Minnesota,2017,17
Michigan,Mississippi,2017,5
Michigan,Missouri,2017,18
Michigan,Montana,2017,4
Michigan,Nebraska,2017,6
Michigan,Nevada,2017,20
Michigan,New Hampshire,2017,0
Michigan,New Jersey,2017,9
Michigan,New Mexico,2017,4
Michigan,New York,2017,33
Michigan,North Carolina,2017,43
Michigan,North Dakota,2017,8
Michigan,Ohio,2017,109
Michigan,Oklahoma,2017,3
Michigan,Oregon,2017,7
Michigan,Pennsylvania,2017,17
Michigan,Puerto Rico,2017,3
Michigan,Rhode Island,2017,1
Michigan,South Carolina,2017,13
Michigan,South Dakota,2017,3
Michigan,Tennessee,2017,42
Michigan,Texas,2017,51
Michigan,Us Virgin Islands,2017,1
Michigan,Utah,2017,7
Michigan,Vermont,2017,0
Michigan,Virginia,2017,21
Michigan,Washington,2017,16
Michigan,West Virginia,2017,4
Michigan,Wisconsin,2017,24
Michigan,Wyoming,2017,0
Michigan,Alabama,2016,19
Michigan,Alaska,2016,4
Michigan,Arizona,2016,35
Michigan,Arkansas,2016,11
Michigan,California,2016,61
Michigan,Colorado,2016,14
Michigan,Connecticut,2016,0
Michigan,Delaware,2016,0
Michigan,District Of Columbia,2016,5
Michigan,Florida,2016,69
Michigan,Georgia,2016,37
Michigan,Guam & Northern Mariana Islands,2016,0
Michigan,Hawaii,2016,1
Michigan,Idaho,2016,1
Michigan,Illinois,2016,59
Michigan,Indiana,2016,54
Michigan,Iowa,2016,4
Michigan,Kansas,2016,5
Michigan,Kentucky,2016,14
Michigan,Louisiana,2016,18
Michigan,Maine,2016,5
Michigan,Maryland,2016,16
Michigan,Massachusetts,2016,7
Michigan,Michigan,2016,3301
Michigan,Minnesota,2016,13
Michigan,Mississippi,2016,4
Michigan,Missouri,2016,21
Michigan,Montana,2016,0
Michigan,Nebraska,2016,6
Michigan,Nevada,2016,2
Michigan,New Hampshire,2016,0
Michigan,New Jersey,2016,12
Michigan,New Mexico,2016,7
Michigan,New York,2016,33
Michigan,North Carolina,2016,46
Michigan,North Dakota,2016,6
Michigan,Ohio,2016,109
Michigan,Oklahoma,2016,4
Michigan,Oregon,2016,5
Michigan,Pennsylvania,2016,17
Michigan,Puerto Rico,2016,0
Michigan,Rhode Island,2016,1
Michigan,South Carolina,2016,9
Michigan,South Dakota,2016,0
Michigan,Tennessee,2016,22
Michigan,Texas,2016,57
Michigan,Us Virgin Islands,2016,0
Michigan,Utah,2016,4
Michigan,Vermont,2016,0
Michigan,Virginia,2016,10
Michigan,Washington,2016,8
Michigan,West Virginia,2016,7
